Date,Typical Price,Return
2023-09-12,0.2731,0.0010991025103524001
2023-09-13,0.2765,0.012372792482730162
2023-09-14,0.2881,0.04109682112809325
2023-09-15,0.2937,0.019251196114091516
2023-09-16,0.3,0.021223636451626584
2023-09-17,0.2925,-0.025317807984289897
2023-09-18,0.2918,-0.0023960305832258595
2023-09-19,0.2972,0.01833667675491886
2023-09-20,0.2979,0.0023525468756323453
2023-09-21,0.2964,-0.005047966297304809
2023-09-22,0.2936,-0.009491596681571172
2023-09-23,0.2945,0.003060706351280663
2023-09-24,0.2951,0.0020352788572523942
2023-09-25,0.2974,0.007763752077161134
2023-09-26,0.2964,-0.003368140604122877
2023-09-27,0.2957,-0.0023644665635002278
2023-09-28,0.2972,0.005059885985172658
2023-09-29,0.3125,0.05019915633285204
2023-09-30,0.3106,-0.00609855846186958
2023-10-01,0.3194,0.02793832506632541
2023-10-02,0.3152,-0.013236877797188086
2023-10-03,0.3055,-0.03125757937207403
2023-10-04,0.2968,-0.028891267318424542
2023-10-05,0.2952,-0.005405418566907935
2023-10-06,0.2984,0.010781775603288194
2023-10-07,0.2995,0.003679549225898118
2023-10-08,0.2973,-0.007372687551451946
2023-10-09,0.2855,-0.04049970090798717
2023-10-10,0.2787,-0.02410609460816232
2023-10-11,0.277,-0.00611842830056391
2023-10-12,0.2775,0.0018034269991507267
2023-10-13,0.2811,0.012889544725996863
2023-10-14,0.2837,0.009206863902319345
2023-10-15,0.2857,0.007024967421921651
2023-10-16,0.2906,0.01700544189945515
2023-10-17,0.2829,-0.026854272828661114
2023-10-18,0.279,-0.013881696486155748
2023-10-19,0.2769,-0.0075553516444496135
2023-10-20,0.2846,0.02742825547883597
2023-10-21,0.296,0.03927476866830835
2023-10-22,0.3019,0.0197363823887329
2023-10-23,0.3183,0.0528984975752541
2023-10-24,0.3428,0.0741528524355774
2023-10-25,0.3478,0.014480415196557933
2023-10-26,0.3515,0.010582109330536788
2023-10-27,0.343,-0.0244792640847795
2023-10-28,0.348,0.01447203260853425
2023-10-29,0.3708,0.06346035391722576
2023-10-30,0.3782,0.019760322532656926
2023-10-31,0.3662,-0.032243523983946684
2023-11-01,0.3711,0.013291935826141514
2023-11-02,0.4008,0.07699098170410315
2023-11-03,0.3971,-0.0092744116334492
2023-11-04,0.4037,0.016483889721689415
2023-11-05,0.4065,0.006911901128970172
2023-11-06,0.4178,0.027418920134600195
2023-11-07,0.4174,-0.0009578544793651
2023-11-08,0.4227,0.012617712929643877
2023-11-09,0.4229,0.000473036905698545
2023-11-10,0.4288,0.013854865278149381
2023-11-11,0.4628,0.07630438556292914
2023-11-12,0.4648,0.004312210218179906
2023-11-13,0.4598,-0.010815593208620274
2023-11-14,0.4283,-0.07096772770775583
2023-11-15,0.4427,0.033068455116770056
2023-11-16,0.4389,-0.008620743043906975
2023-11-17,0.4257,-0.03053672386008165
2023-11-18,0.4141,-0.027627382282585045
2023-11-19,0.4247,0.025275546767703928
2023-11-20,0.4254,0.0016468654469112402
2023-11-21,0.3946,-0.07515730917762184
2023-11-22,0.3968,0.00555978182220268
2023-11-23,0.4049,0.020207747627397795
2023-11-24,0.4117,0.016654805737743587
2023-11-25,0.4493,0.08739588730025527
2023-11-26,0.4542,0.010846813595343861
2023-11-27,0.445,-0.020463347505217847
2023-11-28,0.4374,-0.017226173923572733
2023-11-29,0.4395,0.004789608882564293
2023-11-30,0.4345,-0.011441772419784942
2023-12-01,0.4366,0.004821499410396697
2023-12-02,0.4519,0.03444347230139049
2023-12-03,0.4519,0.0
2023-12-04,0.4541,0.004856521686671405
2023-12-05,0.4662,0.02629728849775123
2023-12-06,0.4757,0.020172676836579157
2023-12-07,0.49,0.029617987666436543
2023-12-08,0.5103,0.040593396965253416
2023-12-09,0.5352,0.04764172074409294
2023-12-10,0.5431,0.014652956226780894
2023-12-11,0.4988,-0.08508825123491817
2023-12-12,0.4906,-0.016576081981492508
2023-12-13,0.49,-0.0012237407197166273
2023-12-14,0.5083,0.036666433348184424
2023-12-15,0.4939,-0.028738756906277557
2023-12-16,0.4956,0.003436082208408228
2023-12-17,0.4909,-0.009528708690980506
2023-12-18,0.4689,-0.04585091496846622
2023-12-19,0.4778,0.01880270879616848
2023-12-20,0.4942,0.03374805866280046
2023-12-21,0.5126,0.03655552037546109
2023-12-22,0.522,0.01817177395266803
2023-12-23,0.5183,-0.007113362686977935
2023-12-24,0.5342,0.030216075480199774
2023-12-25,0.5519,0.032596569769595
2023-12-26,0.5645,0.022573513144261207
2023-12-27,0.5502,-0.02565853509924249
2023-12-28,0.5393,-0.020009846147292915
2023-12-29,0.5201,-0.0362509015641545
2023-12-30,0.5145,-0.01082554550492256
2023-12-31,0.5216,0.013705455338338834
2024-01-01,0.5324,0.020494075908513525
2024-01-02,0.5347,0.004310755433729285
2024-01-03,0.4823,-0.10313951487975953
2024-01-04,0.4717,-0.022223136784710235
2024-01-05,0.4614,-0.022077844550562754
2024-01-06,0.448,-0.029472113324668002
2024-01-07,0.438,-0.022574322038539065
2024-01-08,0.4353,-0.006183461818194278
2024-01-09,0.4348,-0.0011492933111975291
2024-01-10,0.4535,0.042109114308136825
2024-01-11,0.4804,0.0576238206506371
2024-01-12,0.468,-0.026150794288181636
2024-01-13,0.4652,-0.0060008752731374685
2024-01-14,0.4528,-0.027016893755536227
2024-01-15,0.4525,-0.0006627637489922598
2024-01-16,0.4601,0.01665609402144217
2024-01-17,0.4613,0.0026047334023518868
2024-01-18,0.447,-0.03148999595020592
2024-01-19,0.4577,0.02365535304602762
2024-01-20,0.4709,0.028431809589912482
2024-01-21,0.4787,0.01642833914895459
2024-01-22,0.4535,-0.05407882684327205
2024-01-23,0.427,-0.06021125632656685
2024-01-24,0.4352,0.019021682313108208
2024-01-25,0.4331,-0.004837047321151826
2024-01-26,0.4438,0.024405362277912575
2024-01-27,0.451,0.016093329004184892
2024-01-28,0.4503,-0.0015533121951524181
2024-01-29,0.453,0.005978098175508183
2024-01-30,0.4499,-0.006866789635907382
2024-01-31,0.4357,-0.032071402723730325
2024-02-01,0.4319,-0.008759853156740879
2024-02-02,0.4404,0.019489324881869555
2024-02-03,0.4399,-0.0011359764938508132
2024-02-04,0.4334,-0.014886339252415396
2024-02-05,0.4333,-0.00023076035639490818
2024-02-06,0.4332,-0.0002308136190282814
2024-02-07,0.4395,0.014438201998396169
2024-02-08,0.4479,0.018932276088022854
2024-02-09,0.4616,0.030128721980635306
2024-02-10,0.4659,0.009272303628861249
2024-02-11,0.4679,0.004283579049419527
2024-02-12,0.4788,0.023028375811647548
2024-02-13,0.4712,-0.016000341346441075
2024-02-14,0.4806,0.019752690964991583
2024-02-15,0.4982,0.03596627952571131
2024-02-16,0.4997,0.0030063155220792963
2024-02-17,0.4944,-0.010663012206678278
2024-02-18,0.4998,0.010863112257370931
2024-02-19,0.5113,0.022748483685101375
2024-02-20,0.5001,-0.02214842366109549
2024-02-21,0.4811,-0.03873292971944989
2024-02-22,0.4843,0.00662940070377549
2024-02-23,0.4808,-0.007253166188185588
2024-02-24,0.4936,0.026274089370180213
2024-02-25,0.5077,0.028165249362170713
2024-02-26,0.5291,0.04128672795673743
2024-02-27,0.5553,0.048331058337475565
2024-02-28,0.5745,0.03399158904124888
2024-02-29,0.6293,0.09110799324407753
2024-03-01,0.6581,0.04474880492918555
2024-03-02,0.6786,0.030674956888056375
2024-03-03,0.6591,-0.029156584291455463
2024-03-04,0.6665,0.011164871560089133
2024-03-05,0.6283,-0.05902238020986207
2024-03-06,0.6334,0.008084374695638002
2024-03-07,0.6834,0.07597820557665215
2024-03-08,0.6902,0.009901070982711537
2024-03-09,0.7441,0.07519402373931251
2024-03-10,0.7798,0.046862042145281405
2024-03-11,0.7675,-0.015898997087144852
2024-03-12,0.7624,-0.006667127121359852
2024-03-13,0.7609,-0.0019694091575152392
2024-03-14,0.7394,-0.028662896679945572
2024-03-15,0.694,-0.06336708599572706
2024-03-16,0.6465,-0.07089876229489236
2024-03-17,0.6303,-0.02537730169284774
2024-03-18,0.6232,-0.011328401962525858
2024-03-19,0.5798,-0.07218427806898338
2024-03-20,0.6092,0.04946340453345167
2024-03-21,0.6329,0.03816581076025309
2024-03-22,0.6238,-0.014482627607556737
2024-03-23,0.6349,0.017637702002701285
2024-03-24,0.6446,0.01516246320493313
2024-03-25,0.6603,0.024064307819188346
2024-03-26,0.6836,0.03467867404091019
2024-03-27,0.6741,-0.013994483382042558
2024-03-28,0.671,-0.004609330887711427
2024-03-29,0.6763,0.007867627609212356
2024-03-30,0.6675,-0.013097374306489738
2024-03-31,0.6649,-0.0039027368659952637
2024-04-01,0.6384,-0.040671607272810405
2024-04-02,0.5976,-0.06604341231699137
2024-04-03,0.5797,-0.030410905472920406
2024-04-04,0.5874,0.013195290418832642
2024-04-05,0.5833,-0.0070043850049277155
2024-04-06,0.5899,0.01125139724943764
2024-04-07,0.5942,0.007262932019477702
2024-04-08,0.6135,0.031964301122459036
2024-04-09,0.6179,0.007146367915967729
2024-04-10,0.6061,-0.019281643109694598
2024-04-11,0.6163,0.0166888690109582
2024-04-12,0.5451,-0.12276459389796211
2024-04-13,0.4369,-0.22126492811284504
2024-04-14,0.4302,-0.015454119123760464
2024-04-15,0.4344,0.009715551786095978
2024-04-16,0.4258,-0.01999601616034662
2024-04-17,0.4245,-0.0030577467079771236
2024-04-18,0.4301,0.01310573403828863
2024-04-19,0.4257,-0.01028286695558392
2024-04-20,0.4573,0.07160475782990282
2024-04-21,0.4643,0.015191264361866467
2024-04-22,0.4767,0.026356467184904028
2024-04-23,0.4788,0.004395611473038129
2024-04-24,0.4733,-0.011553536771615823
2024-04-25,0.4612,-0.02589764851729829
2024-04-26,0.4544,-0.01485392098796235
2024-04-27,0.4492,-0.011509644542653604
2024-04-28,0.4523,0.00687745361950934
2024-04-29,0.4364,-0.03578642252488166
2024-04-30,0.4202,-0.03782846554801571
2024-05-01,0.4159,-0.01028594166203411
2024-05-02,0.426,0.023994499520504472
2024-05-03,0.4426,0.038227081347578955
2024-05-04,0.4481,0.012349994175148071
2024-05-05,0.4478,-0.000669717627442946
2024-05-06,0.4482,0.0008928572021722385
2024-05-07,0.4344,-0.031273792747100876
2024-05-08,0.4267,-0.017884578425771312
2024-05-09,0.4306,0.00909839473630834
2024-05-10,0.4223,-0.01946362299036468
2024-05-11,0.4163,-0.014309807738968144
2024-05-12,0.4098,-0.015736918396130405
2024-05-13,0.4051,-0.011535285596154408
2024-05-14,0.4034,-0.004205324688533583
2024-05-15,0.4214,0.04365387584997728
2024-05-16,0.4274,0.014137841514958678
2024-05-17,0.4354,0.01854480591539994
2024-05-18,0.4344,-0.002299380180721375
2024-05-19,0.4264,-0.018587895768090962
2024-05-20,0.4496,0.05298042572784652
2024-05-21,0.4674,0.038827123525276314
2024-05-22,0.4631,-0.009242408618051244
2024-05-23,0.4478,-0.03359630932205192
2024-05-24,0.4521,0.009556690135905023
2024-05-25,0.4612,0.01992839409434452
2024-05-26,0.4533,-0.017277630448100403
2024-05-27,0.4628,0.020740837372717896
2024-05-28,0.4575,-0.01151811060394545
2024-05-29,0.4592,0.0037089602897806702
2024-05-30,0.4494,-0.021572485254127773
2024-05-31,0.44,-0.021138632838922016
2024-06-01,0.4479,0.017795266300947646
2024-06-02,0.4482,0.0006695681535722229
2024-06-03,0.4547,0.014398299464138285
2024-06-04,0.4609,0.013543238895497732
2024-06-05,0.4702,0.01997703637950667
2024-06-06,0.4767,0.013729226104810754
2024-06-07,0.4414,-0.07693586838814401
2024-06-08,0.4201,-0.04945871564729978
2024-06-09,0.4189,-0.002860550222347119
2024-06-10,0.417,-0.004546006154187809
2024-06-11,0.3981,-0.046382991792529846
2024-06-12,0.4064,0.020634666258000582
2024-06-13,0.4013,-0.012628618991401129
2024-06-14,0.3863,-0.03809500760063549
